trade_id,symbol,direction,entry_time,entry_price,sl_price,tp1_price,tp2_price,current_sl,sl_dist,tp1_dist,tp2_dist,total_lots,part_lots,run_lots,tp1_hit,tp2_hit,starting_balance,exit_time,exit_price,duration_m,exit_reason,net_pnl,ending_balance,entry_dt,month
167,AUDJPY,SELL,2026-06-09 19:25:00+00:00,112.679,112.8633739518301,112.42087646743786,112.3102520963398,112.8633739518301,0.18437395183010336,0.2581235325621447,0.3687479036602067,0.42,0.21,0.21,False,False,5455.58,2026-06-09 21:05:00+00:00,112.677,100.0,EOD_EXIT,-1.55,5454.03,2026-06-09 19:25:00+00:00,2026-06
168,AUDJPY,SELL,2026-06-10 07:35:00+00:00,112.549,112.70963810527847,112.32410665261015,112.22772378944308,112.549,0.16063810527846853,0.22489334738985592,0.32127621055693706,0.48,0.24,0.24,True,False,5454.03,2026-06-10 12:30:00+00:00,112.549,295.0,TP1_THEN_BE,32.73,5486.76,2026-06-10 07:35:00+00:00,2026-06
169,AUDJPY,SELL,2026-06-11 10:00:00+00:00,112.303,112.45175738141798,112.09473966601482,112.00548523716404,112.303,0.148757381417982,0.2082603339851748,0.297514762835964,0.52,0.26,0.26,True,False,5486.76,2026-06-11 15:40:00+00:00,112.303,340.0,TP1_THEN_BE,32.64,5519.4,2026-06-11 10:00:00+00:00,2026-06
170,AUDJPY,SELL,2026-06-11 16:55:00+00:00,112.173,112.33314665464708,111.9487946834941,111.85270669070584,112.33314665464708,0.1601466546470777,0.22420531650590875,0.3202933092941554,0.48,0.24,0.24,False,False,5519.4,2026-06-11 17:25:00+00:00,112.33314665464708,30.0,SL,-52.4,5467.0,2026-06-11 16:55:00+00:00,2026-06
171,AUDJPY,BUY,2026-06-12 08:15:00+00:00,112.774,112.60960657154007,113.0041507998439,113.10278685691986,112.774,0.16439342845992894,0.2301507998439005,0.3287868569198579,0.47,0.23,0.24,True,False,5467.0,2026-06-14 21:05:00+00:00,112.774,3650.0,TP1_THEN_BE,32.11,5499.11,2026-06-12 08:15:00+00:00,2026-06
172,AUDJPY,BUY,2026-06-15 08:30:00+00:00,113.269,113.12082671424014,113.47644260006382,113.56534657151974,113.269,0.14817328575986655,0.20744260006381315,0.2963465715197331,0.52,0.26,0.26,True,False,5499.11,2026-06-15 21:05:00+00:00,113.368,755.0,EOD_EXIT,49.26,5548.37,2026-06-15 08:30:00+00:00,2026-06
173,AUDJPY,BUY,2026-06-16 18:10:00+00:00,113.459,113.33232111498414,113.63635043902221,113.71235777003173,113.33232111498414,0.12667888501585997,0.17735043902220396,0.25335777003171994,0.61,0.3,0.31,False,False,5548.37,2026-06-16 21:05:00+00:00,113.334,175.0,EOD_EXIT,-52.68,5495.69,2026-06-16 18:10:00+00:00,2026-06
174,AUDJPY,SELL,2026-06-17 08:05:00+00:00,113.1,113.1965807085652,112.96478700800871,112.9068385828696,113.1965807085652,0.09658070856519792,0.13521299199127707,0.19316141713039583,0.8,0.4,0.4,False,False,5495.69,2026-06-17 12:45:00+00:00,113.1965807085652,280.0,SL,-54.0,5441.69,2026-06-17 08:05:00+00:00,2026-06
175,AUDJPY,SELL,2026-06-18 07:15:00+00:00,112.949,113.0862923958686,112.75679064578397,112.6744152082628,112.949,0.1372923958685988,0.1922093542160383,0.2745847917371976,0.56,0.28,0.28,True,False,5441.69,2026-06-18 09:00:00+00:00,112.6744152082628,105.0,FULL_TP2,82.27,5523.96,2026-06-18 07:15:00+00:00,2026-06
176,AUDJPY,SELL,2026-06-23 10:35:00+00:00,112.194,112.34862541948844,111.97752441271619,111.88474916102314,112.194,0.1546254194884356,0.21647558728380983,0.3092508389768712,0.5,0.25,0.25,True,False,5523.96,2026-06-23 15:20:00+00:00,111.88474916102314,285.0,FULL_TP2,83.05,5607.01,2026-06-23 10:35:00+00:00,2026-06
